Text,Language
" 
@yemargent
De base le français les dépasse. Même leur rap jamais ils s’asseyent pour écrire Champion dans l’improvisation
1
5",French
" 
@nadine__morano
Nadine Morano quel est votre problème ? Que cette jeune demoiselle veuille être avocate tout en assumant sa spiritualité ou bien cela vous pose gêne que les musulmans français s'émancipent en dehors des carcans que vous voulez leur imposer?",French
"via 
@franceinfo
 : Ukraine : les conseillers diplomatiques allemand, russe, ukrainien et français réunis à Paris pour tenter de trouver une issue à la crise
francetvinfo.fr
Ukraine : les conseillers diplomatiques allemand, russe, ukrainien et français réunis à Paris pour...
Cette rencontre est destinée à désamorcer la crise après une série de pourparlers entre Russes et Américains la semaine dernière.",French
" 
@GRINTA0107
Malheureusement elle a raison quand elle dit y’a bcp de français qui pensent comme moi et ça c un problème",French
"#COVID19 #France
La stratégie du #gouvernement fonctionne ? Pour la #Presidentielle2022 je ne sais pas, mais d'un point de vue sanitaire, absolument pas.
Cela ne dédouane pas les français, ils ont le gouvernement qu'ils méritent",French
" 
@TPMP
Mais Lilia, bien que respectant les lois de la République, est juste une personne anti-France et français. Et les français qui refusent de le voir le paieront très cher un jour, eux, ou leur descendance.
6",French
"« L'enjeu de la prochaine élection présidentielle c'est la survie de la France. Il faut recréer la fierté d'être Français. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
2",French
" 
@soukehina
*truquée

On dit « une heure » décidément ça va pas être facile avec toi

Va prendre cahier tu vas venir je vais te donner cours de français 
1",French
" 
@Debruges2
Exactement . Du coup ceux ""qui"" se ""prétendent"" être plus français que d'autres au final c'est eux même qui ne respectent pas et n'appliquent pas l'un des principe les plus importants en France
1
1",French
" 
@Landry777somo
 @dylan_delrey
  et  
@OL
J'étais comme eux pendant un long moment* ça fait déjà + français...",French
" 
@david_rachline
pour éviter tout risque de manipulation d'un site Français par le gouvernement ... c'est la base.",French
" 
@luca_varan
Quand on parle Cameroun vois devez fermer vos bouche qui ne mange que ce que les français veulent. Gbagbo voulait vous sauver et vois l'avez lynché. Honte à vous. Vois êtes la honte de l'Afrique. Foutaises 
2",French
" 
@RMCsport
Si il maintient Sainté préparez-vous a ce que les journalix football français le compare à Guardiola
1",French
" 
@Darkfly_Qc
C est innommable!",French
"@MQF_officiel
 j’ai été chez UBreakIfix de Greenfield Park sur Bld Taschereau 3822 A aucun service en Français",French
" 
@MathieuSlama
Ça prouve que “liberté chérie” de notre chère Marseillaise n’est pas si chérie que ça par une majorité des Français qui abdiquent leurs droits fondamentaux face à un gvt devenu autoritaire et arbitraire. Collabo un jour, collabo toujours ? #StopDictatureSanitaire #PassDeLaHonte",French
"09/2015  loi pr la croissance, l’activité et l’égalité des chances économiques vise à libérer l'activité partout en France et ds ts les secteurs
2015-22 : quel bilan pr cette ""méthode nouvelle"", sauf à avoir diviser les Français,radicaliser les opinions et interdit tt débat?
3
3",French
"« Je suis amoureux de ce pays, il faut se battre pour sa richesse, pour son Histoire. Je veux dire aussi aux jeunes comme moi qu'il faut que vous alliez voter, c'est extrêmement important pour cette élection. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
2
1",French
" 
@Qwantix_
  et  
@Reconquete2022
« L'enjeu de la prochaine élection présidentielle c'est la survie de la France. Il faut recréer la fierté d'être Français. »",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 

- 
@stanislasrig
#Stanislas #DebatJeunesLCI
1
14
63",French
" « Votez pour Éric Zemmour car l’élection qui arrive pose la question de la survie de la France. Il faut remettre l’identité du peuple français au cœur de la politique et recréer la fierté d’être Français. » 
@LCI
 
#DebatJeunesLCI
De 
Zemmour TV
6
60
204",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
1
2",French
" 
@AgagBoudjahlat
En effet, les Français sont des couilles molles",French
"L’aller 4-0 pendant 3 semaines sa jubilait sa n’arrêtait pas sa parlait de trop « on est qualifié et bla-bla-bla » le karma vous a puni qu est ce que c était bon de voir tout ses pauvres journaleux français dépité après le match un des meilleurs moments football de ma vie !pleure
Ambre Godillon
@AmbreGodillon
 · 25 janv.
Suis-je la seule à passer en accéléré le passage Barça - PSG dans le docu sur Ney ? Rien à faire, même après la vengeance la saison dernière et l’eau qui a coulé sous les ponts, rien que revoir Aytekin me donne un mauvais arrière goût. Je peux pas. Un jour peut être.
1
7",French
" 
@ShoukaaP
Ptdddrrr fou rire j’aurais quitter les lieux mddrrr, ta regarder en arabe nan? Psq en français il disait pépé
1
1",French
" 
@patrick_edery
Les Français sont de vrais incultes
1
2",French
Ils sont énormes !!! C’est le plus grand exploit de l’histoire du hand français je veux rien savoir !!! C’était quoi ces 10 dernières minutes de dingue ??? Et en plus on prend la 1ère place aux danois en leur infligeant leur 1ère défaite. WTF  #DANFRA,French
" 
@fquedeville
  et  
@APHP
Je trouve que ça commence à faire beaucoup de déclarations dignes de la propagande nazie.
Ras-le-bol de stigmatiser de la sorte une partie de la population. Et ras-le-bol qu'une large partie des Français cautionnent cette dérive totalitaire.
Franchement, réveillez-vous ! #Honteux
11
50",French
" 
@BOROWSKIMIKE
Est-ce que les français moutons réalisent qui ‘est ce type !
1
3",French
" 
@virginieehonian
Les investisseurs français ne croient jamais en rien, c'est la raison pour laquelle bcp préféré tenter leur chance aux States où ils sont bcp plus ambitieux et visionnaires qu'ici
1
1",French
INCROYABLES FRANÇAIS #DANFRA,French
" 
@AdinaDSC
En #macronie !",French
"On nous conditionne depuis tout petit pour rester un français ""moyen""... 
Il y a différents moyens de sortir de ce schèma mais il faut le VOULOIR ",French
" 
@FaceABaba_C8
 @J_Bardella
  et  
@JLMelenchon
Promis Méluche, il a pas les yeux bleus et il est pas blond 
@J_Bardella
  Et je ne pense pas que sur le plateau les français seront des alcooliques arriérés !! 
Tu en pense quoi, 
@Cyrilhanouna
 ?C'est pour rire !
C'est bon la honte !!
3",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 
@LCI
 
#DebatJeunesLCI
9
84
312",French
"J'ai tellement ri que j'lai rec. Elle vaut son pez en cacahuettes !  L'expression d'un ""j'menfou'isme"" qui expliquerait bien des mollesses s'il était reconnu comme la philosophie profonde des Français
Johann Margulies
@JohannMargulies
 · 2h
Les stoïciens être comme:
0:05
2,3 k vues
3",French
" 
@gerardupaindur
 @jesuiscachemai
  et  
@Wakanim
pourquoi tu veut parler de la langue français en calant des mots anglais ta un problème mental
1",French
"EJL Citoyens
@EJL_Citoyens
 · 2h
 @EJL_Citoyens @SalomonTagne  et 12 autres personnes
Par ailleurs, si tu compares un soldat mort au front et des familles entières, dépouillées, martyrisées, déportées dans des camps et assassinées, tu confirmes ta crasse ciblée.

Si tu avais un seul cas dans ta famille, vue ta fragilité, tu pleunicherais 7/7, toi ",French
"« Il faut se tourner vers Eric Zemmour car la vraie question de cette élection est celle de la survie de la France, de notre civilisation. Il faut remettre l'identité  du peuple français au cœur de notre politique. » 
@stanislasrig
#Stanislas #DebatJeunesLCI
1",French
" 
@FranceauMali
Prépare vos bagages  si les autorités maliennes ne s’assume pas nous les peuples maliens nous s’assumeront vous allez dégager sur notre sol on vous aimez pas pourquoi vous force amitié la France au français et le Mali à nous les Maliens et maliennes ",French
" 
@Angahrad
 @asmoth360
  et 11 autres personnes
Et toi que tu reprennes des cours de français.
GIF
1
1
2",French
"Félicitations à 
@GuilhemCarayon
 pour son attitude exemplaire dans le #DebatJeunesLCI.
Concis, mesuré et claire. Il a pu convaincre la jeunesse de France que 
@vpecresse
 a les solutions pour redresser le pays et changer le quotidien des français !
#JeunesPécresse2022
7
25
91",French
"Magassouba le coach Malien, n’a je pense jamais entraîné en-dehors du Mali ou ailleurs qu’en Ouest-Af , il sait la chaleur qu’il fait . Et pourtant il s’est sapé avec un costume de prof d’algèbre du lycée français de Bamako , 0 aération
3",French
 L’exploit des français ,French
" 
@TwinsFifaHD
Salut les twins. Je joue en 4-4-2, il n’y a que varane, Arnold, kante et salah de vendable. Je viens de packer il y a moins de 3 jours, di natale et puskas J’ai 200k de côté, je ne sais pas qui prendre en défense encore. En fut champ, je fais rang 5/4.
Le média suivant comprend des contenus potentiellement sensibles. Modifier les paramètres
Voir",French
" 
@giraglia2017
  et  
@OnzeTv3
Crec,..que mai ha estat un golejador, i no el van fitxar com a tal. Si ho dius per el meu comentari final envers els gols, aquesta última frase era en el sentit que dins del món del futbol, els GOLS son els millors guionistes i fan cambiar les opinions mes negatives. Salut.",French
"Salut à tous !
Huggy Wuggy - Playtime & Co Chapitre 2 Partie 2.
En VOSTFR par moi même est disponible par ici 
https://youtu.be/NsMDMFooinQ via 
@YouTube
 
Un petit pouce bleu ?! Allez hop c'est gratuit, n'hésitez pas.
#HuggyWuggy #playtime #Steam
youtube.com
Huggy Wuggy - Playtime & Co Chapitre 2 Partie 2 VOSTFR
Salut à tous !! Après quelques problème de logiciel, j'ai enfin terminé les sous titre du chapitre 2 Partie 2 du concept d'Animation Huggy Wuggy Playti...",French
" 
@Pachettino21
Salut ",French
"Salut j'ai un budget d'un peu pls de 50k, jr fais habituellement R4.Carasco Maignan et KB9 vendable. #TwinsFifaHD",French
" 
@aqnutiovinger
Salut mon frère, je te remercie viens dm qu'on en parle
Ça me fait plaisir que tu me dises toit ça ",French
" 
@AndreuBalis
Gràcies, Andreu.
Salut! 
1
1",French
" 
@vfbla
  et  
@RakiBinks
salut",French
" 
@TwinsFifaHD
Salut les twins, voici mon équipe avec Hakimi TOTY packer en non vendable. Toute l’équipe est non vendable sauf Neymar TOTW et Cristiano Ronaldo! Je joue en 4-4-2 et j’ai 1 million de crédit de coter. Je m’embête pas en FUT Champion je m’arrête à 11 victoires. #FUT22 #FUT
Le média suivant comprend des contenus potentiellement sensibles. Modifier les paramètres
Voir",French
"@salutcat
 podeu posar un missatge més entenedor si la meva salut no funciona?",French
" 
@edithbrou
salut",French
"Salut 
@Wal_Trudeau
 voici une vidéo d’un avocat qui dit qu’il s’est fait vacciner pour rien, car selon les infos données au centre de , ça dit que vu qu’il a déjà eu la Covid, ça ne servait à rien.
facebook.com
Hans
Hans Mercier was live.",French
"@deendeends
 Salut banget nih mimin sama semangatnya, kece banget. Jangan lupa buat ikutin syarat dan ketentuannya juga yaah. Moga beruntung  ^ZF",French
" 
@XetraSherpa
salut arrête d'être aussi négative avec toi-même merci
1",French
"Salut tout le monde si jamais je vien de demarrer un live ou je vous montre la Tech Speciaux en live ! 
Une des meilleurs Tech A/r clairement et très simple 
https://twitch.tv/den_messi_10
Voilà le lien du live",French
" 
@salutcat
Retireu el passaport covid sense arrivar al pic de la sexta, estem cansats de tant poc sentit comu.On esta la vostra prudencia?",French
"salut : 0aae37a4-ee38-4faf-b638-f42b92293abc
2",French
Salut,French
" 
@PerrineST
@RedTheBot_
 Salut peux tu analyser ce tweet stp. Belle soirée à toi.
1",French
" 
@LegionDOWN
 @MoonL_Esport
  et  
@MonkeyLTX
Salut, possible d'ouvrir tes DM pour en discuter en privé ?",French
